"STATE.UT","CRIME.HEAD","number","year"
"Nagaland","RAPE",13,"2007"
"Odisha","RAPE",939,"2007"
"Punjab","RAPE",519,"2007"
"Rajasthan","RAPE",1238,"2007"
"Sikkim","RAPE",24,"2007"
"Tamil Nadu","RAPE",523,"2007"
"Tripura","RAPE",157,"2007"
"Uttar Pradesh","RAPE",1648,"2007"
"Uttarakhand","RAPE",117,"2007"
"West Bengal","RAPE",2106,"2007"
"A&N Islands","RAPE",3,"2007"
"Chandigarh","RAPE",22,"2007"
"D&N Haveli","RAPE",7,"2007"
"Daman & Diu","RAPE",1,"2007"
"Delhi UT","RAPE",598,"2007"
"Lakshadweep","RAPE",1,"2007"
"Puducherry","RAPE",9,"2007"
"All India","RAPE",20737,"2007"
"Andhra Pradesh","KIDNAPPING & ABDUCTION",1564,"2007"
"Arunachal Pradesh","KIDNAPPING & ABDUCTION",44,"2007"
"Assam","KIDNAPPING & ABDUCTION",1471,"2007"
"Bihar","KIDNAPPING & ABDUCTION",1260,"2007"
"Chhattisgarh","KIDNAPPING & ABDUCTION",181,"2007"
"Goa","KIDNAPPING & ABDUCTION",7,"2007"
"Gujarat","KIDNAPPING & ABDUCTION",1089,"2007"
"Haryana","KIDNAPPING & ABDUCTION",554,"2007"
"Himachal Pradesh","KIDNAPPING & ABDUCTION",150,"2007"
"Jammu & Kashmir","KIDNAPPING & ABDUCTION",707,"2007"
"Jharkhand","KIDNAPPING & ABDUCTION",534,"2007"
"Karnataka","KIDNAPPING & ABDUCTION",390,"2007"
"Kerala","KIDNAPPING & ABDUCTION",177,"2007"
"Madhya Pradesh","KIDNAPPING & ABDUCTION",701,"2007"
"Maharashtra","KIDNAPPING & ABDUCTION",967,"2007"
"Manipur","KIDNAPPING & ABDUCTION",83,"2007"
"Meghalaya","KIDNAPPING & ABDUCTION",22,"2007"
"Mizoram","KIDNAPPING & ABDUCTION",0,"2007"
"Nagaland","KIDNAPPING & ABDUCTION",6,"2007"
"Odisha","KIDNAPPING & ABDUCTION",660,"2007"
"Punjab","KIDNAPPING & ABDUCTION",545,"2007"
"Rajasthan","KIDNAPPING & ABDUCTION",1694,"2007"
"Sikkim","KIDNAPPING & ABDUCTION",9,"2007"
"Tamil Nadu","KIDNAPPING & ABDUCTION",1097,"2007"
"Tripura","KIDNAPPING & ABDUCTION",81,"2007"
"Uttar Pradesh","KIDNAPPING & ABDUCTION",3363,"2007"
"Uttarakhand","KIDNAPPING & ABDUCTION",227,"2007"
"West Bengal","KIDNAPPING & ABDUCTION",1590,"2007"
"A&N Islands","KIDNAPPING & ABDUCTION",9,"2007"
"Chandigarh","KIDNAPPING & ABDUCTION",46,"2007"
"D&N Haveli","KIDNAPPING & ABDUCTION",6,"2007"
"Daman & Diu","KIDNAPPING & ABDUCTION",1,"2007"
"Delhi UT","KIDNAPPING & ABDUCTION",1167,"2007"
"Lakshadweep","KIDNAPPING & ABDUCTION",0,"2007"
"Puducherry","KIDNAPPING & ABDUCTION",14,"2007"
"ALL INDIA K&A","KIDNAPPING & ABDUCTION",20416,"2007"
"Andhra Pradesh","DOWRY DEATH",613,"2007"
"Arunachal Pradesh","DOWRY DEATH",0,"2007"
"Assam","DOWRY DEATH",100,"2007"
"Bihar","DOWRY DEATH",1172,"2007"
"Chhattisgarh","DOWRY DEATH",100,"2007"
"Goa","DOWRY DEATH",2,"2007"
"Gujarat","DOWRY DEATH",42,"2007"
"Haryana","DOWRY DEATH",269,"2007"
"Himachal Pradesh","DOWRY DEATH",8,"2007"
"Jammu & Kashmir","DOWRY DEATH",9,"2007"
"Jharkhand","DOWRY DEATH",303,"2007"
"Karnataka","DOWRY DEATH",251,"2007"
"Kerala","DOWRY DEATH",27,"2007"
"Madhya Pradesh","DOWRY DEATH",742,"2007"
"Maharashtra","DOWRY DEATH",436,"2007"
"Manipur","DOWRY DEATH",0,"2007"
"Meghalaya","DOWRY DEATH",2,"2007"
"Mizoram","DOWRY DEATH",0,"2007"
"Nagaland","DOWRY DEATH",0,"2007"
"Odisha","DOWRY DEATH",461,"2007"
"Punjab","DOWRY DEATH",133,"2007"
"Rajasthan","DOWRY DEATH",439,"2007"
"Sikkim","DOWRY DEATH",0,"2007"
"Tamil Nadu","DOWRY DEATH",208,"2007"
"Tripura","DOWRY DEATH",36,"2007"
"Uttar Pradesh","DOWRY DEATH",2076,"2007"
"Uttarakhand","DOWRY DEATH",70,"2007"
"West Bengal","DOWRY DEATH",451,"2007"
"A&N Islands","DOWRY DEATH",1,"2007"
"Chandigarh","DOWRY DEATH",1,"2007"
"D&N Haveli","DOWRY DEATH",0,"2007"
"Daman & Diu","DOWRY DEATH",1,"2007"
"Delhi UT","DOWRY DEATH",138,"2007"
"Lakshadweep","DOWRY DEATH",0,"2007"
"Puducherry","DOWRY DEATH",2,"2007"
"ALL INDIA ","DOWRY DEATH",8093,"2007"
"Andhra Pradesh","ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY",4406,"2007"
"Arunachal Pradesh","ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY",72,"2007"
"Assam","ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY",789,"2007"
"Bihar","ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY",853,"2007"
"Chhattisgarh","ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY",1549,"2007"
"Goa","ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY",20,"2007"
"Gujarat","ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY",822,"2007"
"Haryana","ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY",417,"2007"
"Himachal Pradesh","ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY",322,"2007"
"Jammu & Kashmir","ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY",986,"2007"
"Jharkhand","ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY",342,"2007"
"Karnataka","ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY",1828,"2007"
"Kerala","ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY",2624,"2007"
"Madhya Pradesh","ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY",6772,"2007"
"Maharashtra","ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY",3306,"2007"
"Manipur","ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY",70,"2007"
"Meghalaya","ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY",45,"2007"
"Mizoram","ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY",66,"2007"
"Nagaland","ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY",8,"2007"
"Odisha","ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY",2775,"2007"
"Punjab","ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY",427,"2007"
"Rajasthan","ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY",2477,"2007"
"Sikkim","ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY",13,"2007"
"Tamil Nadu","ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY",1540,"2007"
"Tripura","ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY",244,"2007"
"Uttar Pradesh","ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY",2522,"2007"
"Uttarakhand","ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY",146,"2007"
"West Bengal","ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY",2281,"2007"
"A&N Islands","ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY",21,"2007"
"Chandigarh","ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY",32,"2007"
"D&N Haveli","ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY",0,"2007"
"Daman & Diu","ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY",0,"2007"
"Delhi UT","ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY",868,"2007"
"Lakshadweep","ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY",2,"2007"
"Puducherry","ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY",89,"2007"
"All India","ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY",38734,"2007"
"Andhra Pradesh","INSULT TO THE MODESTY OF WOMEN",3316,"2007"
"Arunachal Pradesh","INSULT TO THE MODESTY OF WOMEN",1,"2007"
"Assam","INSULT TO THE MODESTY OF WOMEN",10,"2007"
"Bihar","INSULT TO THE MODESTY OF WOMEN",12,"2007"
"Chhattisgarh","INSULT TO THE MODESTY OF WOMEN",111,"2007"
"Goa","INSULT TO THE MODESTY OF WOMEN",7,"2007"
"Gujarat","INSULT TO THE MODESTY OF WOMEN",120,"2007"
"Haryana","INSULT TO THE MODESTY OF WOMEN",409,"2007"
"Himachal Pradesh","INSULT TO THE MODESTY OF WOMEN",33,"2007"
"Jammu & Kashmir","INSULT TO THE MODESTY OF WOMEN",353,"2007"
"Jharkhand","INSULT TO THE MODESTY OF WOMEN",15,"2007"
"Karnataka","INSULT TO THE MODESTY OF WOMEN",28,"2007"
"Kerala","INSULT TO THE MODESTY OF WOMEN",262,"2007"
"Madhya Pradesh","INSULT TO THE MODESTY OF WOMEN",780,"2007"
"Maharashtra","INSULT TO THE MODESTY OF WOMEN",1039,"2007"
"Manipur","INSULT TO THE MODESTY OF WOMEN",0,"2007"
"Meghalaya","INSULT TO THE MODESTY OF WOMEN",1,"2007"
"Mizoram","INSULT TO THE MODESTY OF WOMEN",0,"2007"
"Nagaland","INSULT TO THE MODESTY OF WOMEN",1,"2007"
"Odisha","INSULT TO THE MODESTY OF WOMEN",241,"2007"
"Punjab","INSULT TO THE MODESTY OF WOMEN",48,"2007"
"Rajasthan","INSULT TO THE MODESTY OF WOMEN",28,"2007"
"Sikkim","INSULT TO THE MODESTY OF WOMEN",0,"2007"
"Tamil Nadu","INSULT TO THE MODESTY OF WOMEN",875,"2007"
"Tripura","INSULT TO THE MODESTY OF WOMEN",4,"2007"
"Uttar Pradesh","INSULT TO THE MODESTY OF WOMEN",2882,"2007"
"Uttarakhand","INSULT TO THE MODESTY OF WOMEN",63,"2007"
"West Bengal","INSULT TO THE MODESTY OF WOMEN",99,"2007"
"A&N Islands","INSULT TO THE MODESTY OF WOMEN",2,"2007"
"Chandigarh","INSULT TO THE MODESTY OF WOMEN",11,"2007"
"D&N Haveli","INSULT TO THE MODESTY OF WOMEN",0,"2007"
"Daman & Diu","INSULT TO THE MODESTY OF WOMEN",0,"2007"
"Delhi UT","INSULT TO THE MODESTY OF WOMEN",167,"2007"
"Lakshadweep","INSULT TO THE MODESTY OF WOMEN",0,"2007"
"Puducherry","INSULT TO THE MODESTY OF WOMEN",32,"2007"
"All India","INSULT TO THE MODESTY OF WOMEN",10950,"2007"
"Andhra Pradesh","CRUELTY BY HUSBAND OR RELATIVES",11335,"2007"
"Arunachal Pradesh","CRUELTY BY HUSBAND OR RELATIVES",20,"2007"
"Assam","CRUELTY BY HUSBAND OR RELATIVES",3000,"2007"
"Bihar","CRUELTY BY HUSBAND OR RELATIVES",1635,"2007"
"Chhattisgarh","CRUELTY BY HUSBAND OR RELATIVES",824,"2007"
"Goa","CRUELTY BY HUSBAND OR RELATIVES",14,"2007"
"Gujarat","CRUELTY BY HUSBAND OR RELATIVES",5827,"2007"
"Haryana","CRUELTY BY HUSBAND OR RELATIVES",2412,"2007"
"Himachal Pradesh","CRUELTY BY HUSBAND OR RELATIVES",342,"2007"
"Jammu & Kashmir","CRUELTY BY HUSBAND OR RELATIVES",176,"2007"
"Jharkhand","CRUELTY BY HUSBAND OR RELATIVES",801,"2007"
"Karnataka","CRUELTY BY HUSBAND OR RELATIVES",2507,"2007"
"Kerala","CRUELTY BY HUSBAND OR RELATIVES",3999,"2007"
"Madhya Pradesh","CRUELTY BY HUSBAND OR RELATIVES",3294,"2007"
"Maharashtra","CRUELTY BY HUSBAND OR RELATIVES",7356,"2007"
"Manipur","CRUELTY BY HUSBAND OR RELATIVES",15,"2007"
"Meghalaya","CRUELTY BY HUSBAND OR RELATIVES",19,"2007"
"Mizoram","CRUELTY BY HUSBAND OR RELATIVES",2,"2007"
"Nagaland","CRUELTY BY HUSBAND OR RELATIVES",0,"2007"
"Odisha","CRUELTY BY HUSBAND OR RELATIVES",728,"2007"
"Punjab","CRUELTY BY HUSBAND OR RELATIVES",971,"2007"
"Rajasthan","CRUELTY BY HUSBAND OR RELATIVES",8170,"2007"
"Sikkim","CRUELTY BY HUSBAND OR RELATIVES",7,"2007"
"Tamil Nadu","CRUELTY BY HUSBAND OR RELATIVES",1976,"2007"
"Tripura","CRUELTY BY HUSBAND OR RELATIVES",545,"2007"
"Uttar Pradesh","CRUELTY BY HUSBAND OR RELATIVES",7650,"2007"
"Uttarakhand","CRUELTY BY HUSBAND OR RELATIVES",463,"2007"
"West Bengal","CRUELTY BY HUSBAND OR RELATIVES",9900,"2007"
"A&N Islands","CRUELTY BY HUSBAND OR RELATIVES",18,"2007"
"Chandigarh","CRUELTY BY HUSBAND OR RELATIVES",112,"2007"
"D&N Haveli","CRUELTY BY HUSBAND OR RELATIVES",3,"2007"
"Daman & Diu","CRUELTY BY HUSBAND OR RELATIVES",3,"2007"
"Delhi UT","CRUELTY BY HUSBAND OR RELATIVES",1787,"2007"
"Lakshadweep","CRUELTY BY HUSBAND OR RELATIVES",2,"2007"
"Puducherry","CRUELTY BY HUSBAND OR RELATIVES",17,"2007"
"All India","CRUELTY BY HUSBAND OR RELATIVES",75930,"2007"
"Andhra Pradesh","IMMORAL TRAFFIC(PREVENTION)ACT",612,"2007"
"Arunachal Pradesh","IMMORAL TRAFFIC(PREVENTION)ACT",0,"2007"
"Assam","IMMORAL TRAFFIC(PREVENTION)ACT",21,"2007"
"Bihar","IMMORAL TRAFFIC(PREVENTION)ACT",27,"2007"
"Chhattisgarh","IMMORAL TRAFFIC(PREVENTION)ACT",14,"2007"
"Goa","IMMORAL TRAFFIC(PREVENTION)ACT",10,"2007"
"Gujarat","IMMORAL TRAFFIC(PREVENTION)ACT",44,"2007"
"Haryana","IMMORAL TRAFFIC(PREVENTION)ACT",88,"2007"
"Himachal Pradesh","IMMORAL TRAFFIC(PREVENTION)ACT",0,"2007"
"Jammu & Kashmir","IMMORAL TRAFFIC(PREVENTION)ACT",1,"2007"
"Jharkhand","IMMORAL TRAFFIC(PREVENTION)ACT",14,"2007"
"Karnataka","IMMORAL TRAFFIC(PREVENTION)ACT",612,"2007"
"Kerala","IMMORAL TRAFFIC(PREVENTION)ACT",201,"2007"
"Madhya Pradesh","IMMORAL TRAFFIC(PREVENTION)ACT",19,"2007"
"Maharashtra","IMMORAL TRAFFIC(PREVENTION)ACT",322,"2007"
"Manipur","IMMORAL TRAFFIC(PREVENTION)ACT",0,"2007"
"Meghalaya","IMMORAL TRAFFIC(PREVENTION)ACT",1,"2007"
"Mizoram","IMMORAL TRAFFIC(PREVENTION)ACT",0,"2007"
"Nagaland","IMMORAL TRAFFIC(PREVENTION)ACT",4,"2007"
"Odisha","IMMORAL TRAFFIC(PREVENTION)ACT",40,"2007"
"Punjab","IMMORAL TRAFFIC(PREVENTION)ACT",45,"2007"
"Rajasthan","IMMORAL TRAFFIC(PREVENTION)ACT",91,"2007"
"Sikkim","IMMORAL TRAFFIC(PREVENTION)ACT",2,"2007"
"Tamil Nadu","IMMORAL TRAFFIC(PREVENTION)ACT",1199,"2007"
"Tripura","IMMORAL TRAFFIC(PREVENTION)ACT",0,"2007"
"Uttar Pradesh","IMMORAL TRAFFIC(PREVENTION)ACT",49,"2007"
"Uttarakhand","IMMORAL TRAFFIC(PREVENTION)ACT",9,"2007"
"West Bengal","IMMORAL TRAFFIC(PREVENTION)ACT",62,"2007"
"A&N Islands","IMMORAL TRAFFIC(PREVENTION)ACT",1,"2007"
"Chandigarh","IMMORAL TRAFFIC(PREVENTION)ACT",5,"2007"
"D&N Haveli","IMMORAL TRAFFIC(PREVENTION)ACT",2,"2007"
"Daman & Diu","IMMORAL TRAFFIC(PREVENTION)ACT",5,"2007"
"Delhi UT","IMMORAL TRAFFIC(PREVENTION)ACT",63,"2007"
"Lakshadweep","IMMORAL TRAFFIC(PREVENTION)ACT",0,"2007"
"Puducherry","IMMORAL TRAFFIC(PREVENTION)ACT",5,"2007"
"All India","IMMORAL TRAFFIC(PREVENTION)ACT",3568,"2007"
"Andhra Pradesh","INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT",1005,"2007"
"Arunachal Pradesh","INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT",0,"2007"
"Assam","INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT",0,"2007"
"Bihar","INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT",0,"2007"
"Chhattisgarh","INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT",0,"2007"
"Goa","INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT",0,"2007"
"Gujarat","INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT",0,"2007"
"Haryana","INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT",0,"2007"
"Himachal Pradesh","INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT",0,"2007"
"Jammu & Kashmir","INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT",0,"2007"
"Jharkhand","INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT",0,"2007"
"Karnataka","INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT",0,"2007"
"Kerala","INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT",26,"2007"
"Madhya Pradesh","INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT",0,"2007"
"Maharashtra","INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT",2,"2007"
"Manipur","INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT",0,"2007"
"Meghalaya","INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT",0,"2007"
"Mizoram","INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT",0,"2007"
"Nagaland","INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT",0,"2007"
"Odisha","INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT",0,"2007"
"Punjab","INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT",0,"2007"
"Rajasthan","INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT",131,"2007"
"Sikkim","INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT",0,"2007"
"Tamil Nadu","INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT",25,"2007"
"Tripura","INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT",0,"2007"
"Uttar Pradesh","INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT",0,"2007"
"Uttarakhand","INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT",0,"2007"
"West Bengal","INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT",10,"2007"
"A&N Islands","INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT",0,"2007"
"Chandigarh","INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT",1,"2007"
"D&N Haveli","INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT",0,"2007"
"Daman & Diu","INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT",0,"2007"
"Delhi UT","INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT",0,"2007"
"Lakshadweep","INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT",0,"2007"
"Puducherry","INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT",0,"2007"
"All India","INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT",1200,"2007"
"Andhra Pradesh","TOTAL CRIMES AGAINST WOMEN",24738,"2007"
"Arunachal Pradesh","TOTAL CRIMES AGAINST WOMEN",185,"2007"
"Assam","TOTAL CRIMES AGAINST WOMEN",6844,"2007"
"Bihar","TOTAL CRIMES AGAINST WOMEN",7548,"2007"
"Chhattisgarh","TOTAL CRIMES AGAINST WOMEN",3775,"2007"
"Goa","TOTAL CRIMES AGAINST WOMEN",80,"2007"
"Gujarat","TOTAL CRIMES AGAINST WOMEN",8260,"2007"
"Haryana","TOTAL CRIMES AGAINST WOMEN",4645,"2007"
"Himachal Pradesh","TOTAL CRIMES AGAINST WOMEN",1018,"2007"
"Jammu & Kashmir","TOTAL CRIMES AGAINST WOMEN",2521,"2007"
"Jharkhand","TOTAL CRIMES AGAINST WOMEN",3317,"2007"
"Karnataka","TOTAL CRIMES AGAINST WOMEN",6569,"2007"
"Kerala","TOTAL CRIMES AGAINST WOMEN",7837,"2007"
"Madhya Pradesh","TOTAL CRIMES AGAINST WOMEN",15370,"2007"
"Maharashtra","TOTAL CRIMES AGAINST WOMEN",14924,"2007"
"Manipur","TOTAL CRIMES AGAINST WOMEN",188,"2007"
"Meghalaya","TOTAL CRIMES AGAINST WOMEN",172,"2007"
"Mizoram","TOTAL CRIMES AGAINST WOMEN",151,"2007"
"Nagaland","TOTAL CRIMES AGAINST WOMEN",32,"2007"
"Odisha","TOTAL CRIMES AGAINST WOMEN",7304,"2007"
"Punjab","TOTAL CRIMES AGAINST WOMEN",2694,"2007"
"Rajasthan","TOTAL CRIMES AGAINST WOMEN",14270,"2007"
"Sikkim","TOTAL CRIMES AGAINST WOMEN",55,"2007"
"Tamil Nadu","TOTAL CRIMES AGAINST WOMEN",7811,"2007"
"Tripura","TOTAL CRIMES AGAINST WOMEN",1067,"2007"
"Uttar Pradesh","TOTAL CRIMES AGAINST WOMEN",20993,"2007"
"Uttarakhand","TOTAL CRIMES AGAINST WOMEN",1097,"2007"
"West Bengal","TOTAL CRIMES AGAINST WOMEN",16544,"2007"
"A&N Islands","TOTAL CRIMES AGAINST WOMEN",56,"2007"
"Chandigarh","TOTAL CRIMES AGAINST WOMEN",230,"2007"
"D&N Haveli","TOTAL CRIMES AGAINST WOMEN",18,"2007"
"Daman & Diu","TOTAL CRIMES AGAINST WOMEN",11,"2007"
"Delhi UT","TOTAL CRIMES AGAINST WOMEN",4804,"2007"
"Lakshadweep","TOTAL CRIMES AGAINST WOMEN",5,"2007"
"Puducherry","TOTAL CRIMES AGAINST WOMEN",179,"2007"
"TOTAL Crime against Women","TOTAL CRIMES AGAINST WOMEN",185312,"2007"
"Andhra Pradesh","RAPE",1257,"2008"
"Arunachal Pradesh","RAPE",42,"2008"
"Assam","RAPE",1438,"2008"
"Bihar","RAPE",1302,"2008"
"Chhattisgarh","RAPE",978,"2008"
"Goa","RAPE",30,"2008"
"Gujarat","RAPE",374,"2008"
"Haryana","RAPE",631,"2008"
"Himachal Pradesh","RAPE",157,"2008"
"Jammu & Kashmir","RAPE",219,"2008"
"Jharkhand","RAPE",791,"2008"
"Karnataka","RAPE",446,"2008"
"Kerala","RAPE",568,"2008"
"Madhya Pradesh","RAPE",2937,"2008"
"Maharashtra","RAPE",1558,"2008"
"Manipur","RAPE",38,"2008"
"Meghalaya","RAPE",88,"2008"
"Mizoram","RAPE",77,"2008"
"Nagaland","RAPE",19,"2008"
"Odisha","RAPE",1113,"2008"
"Punjab","RAPE",517,"2008"
"Rajasthan","RAPE",1355,"2008"
"Sikkim","RAPE",20,"2008"
"Tamil Nadu","RAPE",573,"2008"
"Tripura","RAPE",204,"2008"
"Uttar Pradesh","RAPE",1871,"2008"
"Uttarakhand","RAPE",87,"2008"
"West Bengal","RAPE",2263,"2008"
"A&N Islands","RAPE",12,"2008"
"Chandigarh","RAPE",20,"2008"
"D&N Haveli","RAPE",6,"2008"
"Daman & Diu","RAPE",0,"2008"
"Delhi UT","RAPE",466,"2008"
"Lakshadweep","RAPE",2,"2008"
"Puducherry","RAPE",8,"2008"
"All India","RAPE",21467,"2008"
"Andhra Pradesh","KIDNAPPING & ABDUCTION",1396,"2008"
"Arunachal Pradesh","KIDNAPPING & ABDUCTION",47,"2008"
"Assam","KIDNAPPING & ABDUCTION",1789,"2008"
"Bihar","KIDNAPPING & ABDUCTION",1789,"2008"
"Chhattisgarh","KIDNAPPING & ABDUCTION",216,"2008"
"Goa","KIDNAPPING & ABDUCTION",28,"2008"
"Gujarat","KIDNAPPING & ABDUCTION",1119,"2008"
"Haryana","KIDNAPPING & ABDUCTION",644,"2008"
"Himachal Pradesh","KIDNAPPING & ABDUCTION",137,"2008"
"Jammu & Kashmir","KIDNAPPING & ABDUCTION",656,"2008"
"Jharkhand","KIDNAPPING & ABDUCTION",499,"2008"
"Karnataka","KIDNAPPING & ABDUCTION",405,"2008"
"Kerala","KIDNAPPING & ABDUCTION",166,"2008"
"Madhya Pradesh","KIDNAPPING & ABDUCTION",736,"2008"
"Maharashtra","KIDNAPPING & ABDUCTION",998,"2008"
"Manipur","KIDNAPPING & ABDUCTION",87,"2008"
"Meghalaya","KIDNAPPING & ABDUCTION",25,"2008"
"Mizoram","KIDNAPPING & ABDUCTION",1,"2008"
"Nagaland","KIDNAPPING & ABDUCTION",7,"2008"
"Odisha","KIDNAPPING & ABDUCTION",762,"2008"
"Punjab","KIDNAPPING & ABDUCTION",514,"2008"
"Rajasthan","KIDNAPPING & ABDUCTION",1863,"2008"
"Sikkim","KIDNAPPING & ABDUCTION",4,"2008"
"Tamil Nadu","KIDNAPPING & ABDUCTION",1160,"2008"
"Tripura","KIDNAPPING & ABDUCTION",110,"2008"
"Uttar Pradesh","KIDNAPPING & ABDUCTION",4439,"2008"
"Uttarakhand","KIDNAPPING & ABDUCTION",222,"2008"
"West Bengal","KIDNAPPING & ABDUCTION",1907,"2008"
"A&N Islands","KIDNAPPING & ABDUCTION",13,"2008"
"Chandigarh","KIDNAPPING & ABDUCTION",42,"2008"
"D&N Haveli","KIDNAPPING & ABDUCTION",11,"2008"
"Daman & Diu","KIDNAPPING & ABDUCTION",1,"2008"
"Delhi UT","KIDNAPPING & ABDUCTION",1136,"2008"
"Lakshadweep","KIDNAPPING & ABDUCTION",1,"2008"
"Puducherry","KIDNAPPING & ABDUCTION",9,"2008"
"ALL INDIA K&A","KIDNAPPING & ABDUCTION",22939,"2008"
"Andhra Pradesh","DOWRY DEATH",556,"2008"
"Arunachal Pradesh","DOWRY DEATH",0,"2008"
"Assam","DOWRY DEATH",103,"2008"
"Bihar","DOWRY DEATH",1210,"2008"
"Chhattisgarh","DOWRY DEATH",106,"2008"
"Goa","DOWRY DEATH",2,"2008"
"Gujarat","DOWRY DEATH",27,"2008"
"Haryana","DOWRY DEATH",302,"2008"
"Himachal Pradesh","DOWRY DEATH",3,"2008"
"Jammu & Kashmir","DOWRY DEATH",21,"2008"
"Jharkhand","DOWRY DEATH",266,"2008"
"Karnataka","DOWRY DEATH",259,"2008"
"Kerala","DOWRY DEATH",31,"2008"
"Madhya Pradesh","DOWRY DEATH",805,"2008"
"Maharashtra","DOWRY DEATH",390,"2008"
"Manipur","DOWRY DEATH",1,"2008"
"Meghalaya","DOWRY DEATH",2,"2008"
"Mizoram","DOWRY DEATH",0,"2008"
"Nagaland","DOWRY DEATH",0,"2008"
"Odisha","DOWRY DEATH",401,"2008"
"Punjab","DOWRY DEATH",128,"2008"
"Rajasthan","DOWRY DEATH",439,"2008"
"Sikkim","DOWRY DEATH",0,"2008"
"Tamil Nadu","DOWRY DEATH",207,"2008"
"Tripura","DOWRY DEATH",16,"2008"
